date_time,model,dataset,sequence,horizon,seed,mse,mae
2024-06-22 02:05:23.058734,Autoformer,ETTh1,96,192,3140594418,0.48758462,0.4843949
2024-06-22 02:07:13.675625,Autoformer,ETTh1,96,192,777109714,0.49239373,0.47799224
2024-06-22 02:09:03.971973,Autoformer,ETTh1,96,192,1589216892,0.47101253,0.4693851
2024-06-22 02:10:52.996042,Autoformer,ETTh1,96,192,296922354,0.48745644,0.4710831
2024-06-22 02:13:08.197370,Autoformer,ETTh1,96,192,1127772217,0.50195026,0.48015162
2024-06-22 02:14:58.444753,Autoformer,ETTh1,96,192,2586440573,0.500738,0.48263854
2024-06-22 02:17:38.264318,Autoformer,ETTh1,96,192,2372266162,0.5042634,0.49681994
2024-06-22 02:19:29.086503,Autoformer,ETTh1,96,192,200427186,0.45142025,0.45835513
2024-06-22 02:21:43.496409,Autoformer,ETTh1,96,192,3665818909,0.50431633,0.49018282
2024-06-22 02:23:33.671540,Autoformer,ETTh1,96,192,1051311406,0.47987974,0.4738506
2024-06-22 02:25:48.998171,Autoformer,ETTh1,96,192,4194161626,0.48136973,0.47766426
2024-06-22 02:27:38.252229,Autoformer,ETTh1,96,192,2901435033,0.4780762,0.47087613
2024-06-22 02:30:16.691548,Autoformer,ETTh1,96,192,1027683409,0.510855,0.49458882
2024-06-22 02:32:07.618860,Autoformer,ETTh1,96,192,2592753973,0.4897505,0.4698283
2024-06-22 02:33:58.015545,Autoformer,ETTh1,96,192,294477085,0.45881924,0.4657611
2024-06-22 02:35:47.620131,Autoformer,ETTh1,96,192,55673650,0.46957606,0.46645302
2024-06-22 02:38:03.232744,Autoformer,ETTh1,96,192,3226759639,0.50762993,0.48960152
2024-06-22 02:40:18.574845,Autoformer,ETTh1,96,192,3130688870,0.5211643,0.5040387
2024-06-22 02:42:33.732811,Autoformer,ETTh1,96,192,3126186108,0.49417245,0.4922846
2024-06-22 02:44:22.371301,Autoformer,ETTh1,96,192,3598909707,0.49767652,0.47562766
2024-06-22 02:46:12.244154,Autoformer,ETTh1,96,192,425796106,0.49576306,0.48457053
2024-06-22 02:48:01.717668,Autoformer,ETTh1,96,192,3442116543,0.47595438,0.4802411
2024-06-22 02:50:15.585509,Autoformer,ETTh1,96,192,2375403279,0.518913,0.49594206
2024-06-22 02:52:05.437600,Autoformer,ETTh1,96,192,2324886708,0.48208413,0.47670496
2024-06-22 02:53:55.270954,Autoformer,ETTh1,96,192,3564953262,0.46813306,0.4617293
2024-06-22 02:55:45.205111,Autoformer,ETTh1,96,192,1214632149,0.45834237,0.4613258
2024-06-22 02:57:59.616012,Autoformer,ETTh1,96,192,162323494,0.51673657,0.49405143
2024-06-22 03:00:13.972517,Autoformer,ETTh1,96,192,1422274897,0.48357597,0.47758368
2024-06-22 03:02:28.301187,Autoformer,ETTh1,96,192,4214847305,0.54312634,0.498205
2024-06-22 03:04:18.349493,Autoformer,ETTh1,96,192,4289667837,0.48630112,0.4756281
2024-06-22 03:06:32.698835,Autoformer,ETTh1,96,192,3877990105,0.50114363,0.48264584
2024-06-22 03:08:22.534634,Autoformer,ETTh1,96,192,775343348,0.48275602,0.47884175
2024-06-22 03:10:36.961635,Autoformer,ETTh1,96,192,1572370784,0.48715466,0.4791029
2024-06-22 03:12:50.022251,Autoformer,ETTh1,96,192,2993632363,0.4927595,0.4787579
2024-06-22 03:14:40.061298,Autoformer,ETTh1,96,192,2147810558,0.4851906,0.4743067
2024-06-22 03:16:54.548223,Autoformer,ETTh1,96,192,3359328088,0.52460164,0.48896414
2024-06-22 03:18:45.166608,Autoformer,ETTh1,96,192,1664423657,0.49801883,0.48308325
2024-06-22 03:20:34.146555,Autoformer,ETTh1,96,192,516478726,0.4877945,0.47527155
2024-06-22 03:22:23.220124,Autoformer,ETTh1,96,192,4283274141,0.4850837,0.47104958
2024-06-22 03:24:37.060761,Autoformer,ETTh1,96,192,3472115790,0.48309585,0.47028345
2024-06-22 03:26:25.119814,Autoformer,ETTh1,96,192,1973874623,0.4761864,0.46662468
2024-06-22 03:28:13.998464,Autoformer,ETTh1,96,192,3236139543,0.49121684,0.4710245
2024-06-22 03:30:02.739076,Autoformer,ETTh1,96,192,245344786,0.4808674,0.4687396
2024-06-22 03:31:52.191692,Autoformer,ETTh1,96,192,323245623,0.5197856,0.48063576
