date_time,model,dataset,sequence,horizon,seed,mse,mae
2024-07-01 23:07:40.846412,tsmixer_rev_in,weather,96,192,3664629611,0.2062283158302307,0.24866744875907898
2024-07-01 23:23:35.834991,tsmixer_rev_in,weather,96,192,29616477,0.20631088316440582,0.2496401071548462
2024-07-01 23:46:21.588009,tsmixer_rev_in,weather,96,192,2934400309,0.20657169818878174,0.2489325851202011
2024-07-02 00:08:18.214877,tsmixer_rev_in,weather,96,192,3663679676,0.209917813539505,0.25225114822387695
2024-07-02 00:29:14.993460,tsmixer_rev_in,weather,96,192,2653170624,0.20764654874801636,0.25040531158447266
2024-07-02 00:45:47.331480,tsmixer_rev_in,weather,96,192,1717144972,0.20675168931484222,0.2500465512275696
2024-07-02 01:01:07.441091,tsmixer_rev_in,weather,96,192,3802925187,0.20487572252750397,0.24873749911785126
2024-07-02 01:15:26.047091,tsmixer_rev_in,weather,96,192,2928815995,0.20424075424671173,0.24752599000930786
2024-07-02 01:35:13.946419,tsmixer_rev_in,weather,96,192,2852914846,0.2054295390844345,0.24921178817749023
2024-07-02 01:51:32.119948,tsmixer_rev_in,weather,96,192,3989692623,0.209259495139122,0.25028687715530396
2024-07-02 02:13:15.552870,tsmixer_rev_in,weather,96,192,1558099097,0.20738758146762848,0.25235211849212646
2024-07-02 02:29:40.526343,tsmixer_rev_in,weather,96,192,2229219544,0.2063719928264618,0.2503012418746948
2024-07-02 02:48:08.977592,tsmixer_rev_in,weather,96,192,1496073244,0.20495258271694183,0.24933956563472748
2024-07-02 03:01:47.574052,tsmixer_rev_in,weather,96,192,4100528942,0.2046297937631607,0.24736949801445007
2024-07-02 03:16:53.212423,tsmixer_rev_in,weather,96,192,3105422517,0.20905092358589172,0.25203871726989746
2024-07-02 03:34:19.630688,tsmixer_rev_in,weather,96,192,2116593738,0.20703500509262085,0.24979497492313385
2024-07-02 03:56:34.545093,tsmixer_rev_in,weather,96,192,3203774568,0.20707197487354279,0.2518473267555237
2024-07-02 04:14:52.660205,tsmixer_rev_in,weather,96,192,26449180,0.2076890766620636,0.2506830096244812
2024-07-02 04:35:20.936833,tsmixer_rev_in,weather,96,192,2247932906,0.2036622315645218,0.24790425598621368
2024-07-02 05:00:19.497844,tsmixer_rev_in,weather,96,192,1345797628,0.20701225101947784,0.2506536543369293
2024-07-02 05:18:14.035419,tsmixer_rev_in,weather,96,192,1297055094,0.20528939366340637,0.24915429949760437
2024-07-02 05:30:49.966501,tsmixer_rev_in,weather,96,192,3388865413,0.20484793186187744,0.24819043278694153
2024-07-02 05:43:55.061049,tsmixer_rev_in,weather,96,192,3441103961,0.20561307668685913,0.24881446361541748
2024-07-02 05:58:15.644400,tsmixer_rev_in,weather,96,192,220129177,0.20733286440372467,0.25047993659973145
2024-07-02 06:11:02.212571,tsmixer_rev_in,weather,96,192,636800229,0.20480506122112274,0.24716292321681976
2024-07-02 06:25:27.170127,tsmixer_rev_in,weather,96,192,3340778380,0.2051805853843689,0.24766165018081665
2024-07-02 06:40:47.741653,tsmixer_rev_in,weather,96,192,328826589,0.2078801989555359,0.2503090798854828
2024-07-02 06:52:39.445968,tsmixer_rev_in,weather,96,192,2351080987,0.20522862672805786,0.24882818758487701
2024-07-02 07:13:38.622124,tsmixer_rev_in,weather,96,192,2940668278,0.20397911965847015,0.2488248497247696
2024-07-02 07:33:25.669360,tsmixer_rev_in,weather,96,192,1629467658,0.20747390389442444,0.25141260027885437
2024-07-02 07:45:58.072740,tsmixer_rev_in,weather,96,192,1374552628,0.20422236621379852,0.24748048186302185
2024-07-02 08:02:22.138122,tsmixer_rev_in,weather,96,192,2989496591,0.20334544777870178,0.24636535346508026
2024-07-02 08:21:18.958209,tsmixer_rev_in,weather,96,192,1304254337,0.20357541739940643,0.2478521168231964
2024-07-02 08:43:42.564317,tsmixer_rev_in,weather,96,192,1160869783,0.20721857249736786,0.2495434284210205
2024-07-02 08:57:03.157364,tsmixer_rev_in,weather,96,192,1031290362,0.20435351133346558,0.24773040413856506
2024-07-02 09:18:28.547190,tsmixer_rev_in,weather,96,192,2016501090,0.20793111622333527,0.24972502887248993
2024-07-02 09:35:07.662179,tsmixer_rev_in,weather,96,192,1419135793,0.20687343180179596,0.25072014331817627
2024-07-02 09:48:31.501907,tsmixer_rev_in,weather,96,192,328135459,0.20517155528068542,0.24824543297290802
2024-07-02 10:05:38.584828,tsmixer_rev_in,weather,96,192,725062165,0.20716699957847595,0.2508023977279663
2024-07-02 10:17:42.942227,tsmixer_rev_in,weather,96,192,698501779,0.20569461584091187,0.24779687821865082
2024-07-02 10:30:42.501146,tsmixer_rev_in,weather,96,192,2916655170,0.20453664660453796,0.2475559562444687
2024-07-02 10:45:54.530066,tsmixer_rev_in,weather,96,192,3309567839,0.20680008828639984,0.2492358684539795
2024-07-02 11:08:02.453498,tsmixer_rev_in,weather,96,192,4282113189,0.20416219532489777,0.2489011287689209
2024-07-02 11:28:57.771617,tsmixer_rev_in,weather,96,192,293153299,0.20504702627658844,0.24844063818454742
2024-07-02 11:51:24.904340,tsmixer_rev_in,weather,96,192,2583227991,0.20504111051559448,0.24856501817703247
2024-07-02 12:09:42.325656,tsmixer_rev_in,weather,96,192,2066139778,0.2072800099849701,0.2512603998184204
2024-07-02 12:20:46.996102,tsmixer_rev_in,weather,96,192,3453933603,0.20562803745269775,0.24922974407672882
2024-07-02 12:32:52.526705,tsmixer_rev_in,weather,96,192,3404249524,0.2055148333311081,0.24897553026676178
