date_time,model,dataset,horizon,seed,mse,mae
2024-04-28 13:44:01.943294,iTransformer,ETTm2,720,296922354,0.41184878,0.4053764
2024-04-28 13:51:13.025049,iTransformer,ETTm2,720,1127772217,0.41429758,0.40669456
2024-04-28 13:58:32.443359,iTransformer,ETTm2,720,2586440573,0.41175255,0.40595776
2024-04-28 14:05:50.438976,iTransformer,ETTm2,720,2372266162,0.41102085,0.40673518
2024-04-28 14:14:12.086891,iTransformer,ETTm2,720,200427186,0.4144687,0.4072132
2024-04-28 14:21:24.753628,iTransformer,ETTm2,720,3665818909,0.40707767,0.40311235
2024-04-28 14:28:41.605820,iTransformer,ETTm2,720,1051311406,0.41045296,0.40485322
2024-04-28 14:36:01.982863,iTransformer,ETTm2,720,4194161626,0.4102504,0.40543622
2024-04-28 14:45:54.936785,iTransformer,ETTm2,720,2901435033,0.4149516,0.40818402
2024-04-28 14:53:29.309636,iTransformer,ETTm2,720,1027683409,0.41197437,0.40573427
2024-04-28 15:01:00.615195,iTransformer,ETTm2,720,2592753973,0.4077868,0.40400526
2024-04-28 15:08:30.636178,iTransformer,ETTm2,720,294477085,0.40965495,0.40520763
2024-04-28 15:16:02.701521,iTransformer,ETTm2,720,55673650,0.41061765,0.40444455
2024-04-28 15:23:22.759591,iTransformer,ETTm2,720,3226759639,0.41062883,0.40426978
2024-04-28 15:30:42.575954,iTransformer,ETTm2,720,3130688870,0.40942904,0.40439525
2024-04-28 15:39:13.072484,iTransformer,ETTm2,720,3126186108,0.41291416,0.405955
2024-04-28 15:46:29.548673,iTransformer,ETTm2,720,3598909707,0.4097419,0.40468478
2024-04-28 15:53:52.486154,iTransformer,ETTm2,720,425796106,0.4138631,0.40741584
2024-04-28 16:01:11.286362,iTransformer,ETTm2,720,3442116543,0.4122158,0.40666097
2024-04-28 16:08:25.591879,iTransformer,ETTm2,720,2375403279,0.4145364,0.40852904
2024-04-28 16:15:44.355228,iTransformer,ETTm2,720,2324886708,0.41011733,0.4034182
2024-04-28 16:22:58.843335,iTransformer,ETTm2,720,3564953262,0.41160542,0.40520635
2024-04-28 16:31:26.025628,iTransformer,ETTm2,720,1214632149,0.41217348,0.405254
2024-04-28 16:38:45.476124,iTransformer,ETTm2,720,162323494,0.41130084,0.40627992
2024-04-28 16:46:02.295701,iTransformer,ETTm2,720,1422274897,0.41343832,0.40755317
2024-04-28 16:53:22.412461,iTransformer,ETTm2,720,4214847305,0.4147485,0.40818775
2024-04-28 17:00:43.601845,iTransformer,ETTm2,720,4289667837,0.41444173,0.4078908
2024-04-28 17:08:02.231845,iTransformer,ETTm2,720,3877990105,0.4114296,0.40591684
2024-04-28 17:15:22.492737,iTransformer,ETTm2,720,775343348,0.40967423,0.40365222
2024-04-28 17:22:46.081136,iTransformer,ETTm2,720,1572370784,0.4142035,0.40694973
2024-04-28 17:30:04.271026,iTransformer,ETTm2,720,2993632363,0.4132553,0.40632862
2024-04-28 17:37:22.971753,iTransformer,ETTm2,720,2147810558,0.41161415,0.40583506
2024-04-28 17:44:44.673266,iTransformer,ETTm2,720,3359328088,0.40809008,0.40308088
2024-04-28 17:52:23.774933,iTransformer,ETTm2,720,1664423657,0.4125733,0.4066264
2024-04-28 17:59:56.856330,iTransformer,ETTm2,720,516478726,0.40924713,0.40422264
2024-04-28 18:07:23.179582,iTransformer,ETTm2,720,4283274141,0.4118113,0.40583783
2024-04-28 18:18:18.648653,iTransformer,ETTm2,720,3472115790,0.41412568,0.40743798
2024-04-28 18:25:36.654849,iTransformer,ETTm2,720,1973874623,0.4112285,0.40637654
2024-04-28 18:32:58.452925,iTransformer,ETTm2,720,3236139543,0.4117249,0.40536356
2024-04-28 18:40:20.064394,iTransformer,ETTm2,720,245344786,0.4114061,0.40550452
2024-04-28 18:47:42.866064,iTransformer,ETTm2,720,323245623,0.41378745,0.40783837
