date_time,model,dataset,horizon,seed,mse,mae
2024-04-29 06:26:28.806713,Autoformer,custom,96,3664629611,0.26180837,0.32832995
2024-04-29 06:35:15.560111,Autoformer,custom,96,29616477,0.25039488,0.3254155
2024-04-29 06:41:38.262309,Autoformer,custom,96,2934400309,0.2541792,0.32466963
2024-04-29 06:48:01.218506,Autoformer,custom,96,3663679676,0.3023814,0.35366943
2024-04-29 06:53:13.395474,Autoformer,custom,96,2653170624,0.26254663,0.32713506
2024-04-29 07:02:01.008298,Autoformer,custom,96,1717144972,0.28376642,0.35315076
2024-04-29 07:09:37.132210,Autoformer,custom,96,3802925187,0.28581315,0.35636804
2024-04-29 07:17:11.463556,Autoformer,custom,96,2928815995,0.25472477,0.32873884
2024-04-29 07:22:23.812416,Autoformer,custom,96,2852914846,0.2725564,0.3355948
2024-04-29 07:30:03.767215,Autoformer,custom,96,3989692623,0.26661015,0.3385067
2024-04-29 07:36:34.733853,Autoformer,custom,96,1558099097,0.23257726,0.31038263
2024-04-29 07:47:50.712494,Autoformer,custom,96,2229219544,0.27100226,0.33967423
2024-04-29 07:54:15.370959,Autoformer,custom,96,1496073244,0.24060334,0.3153998
2024-04-29 08:01:51.648009,Autoformer,custom,96,4100528942,0.24876313,0.32390207
2024-04-29 08:09:28.889831,Autoformer,custom,96,3105422517,0.26374888,0.33251697
2024-04-29 08:15:54.952675,Autoformer,custom,96,2116593738,0.2797457,0.3440958
2024-04-29 08:21:06.057669,Autoformer,custom,96,3203774568,0.26097918,0.3292169
2024-04-29 08:27:28.346871,Autoformer,custom,96,26449180,0.22945154,0.3079658
2024-04-29 08:33:53.033505,Autoformer,custom,96,2247932906,0.2749675,0.34462878
2024-04-29 08:41:29.426557,Autoformer,custom,96,1345797628,0.2532501,0.33234736
2024-04-29 08:46:39.676460,Autoformer,custom,96,1297055094,0.2533364,0.3225581
2024-04-29 08:56:43.323176,Autoformer,custom,96,3388865413,0.27472407,0.34288812
2024-04-29 09:06:49.468362,Autoformer,custom,96,3441103961,0.29313338,0.3572573
2024-04-29 09:14:26.636949,Autoformer,custom,96,220129177,0.26561204,0.34180436
2024-04-29 09:20:56.189113,Autoformer,custom,96,636800229,0.23650213,0.31938574
2024-04-29 09:27:28.771188,Autoformer,custom,96,3340778380,0.23510665,0.31113902
2024-04-29 09:32:48.621697,Autoformer,custom,96,328826589,0.26157972,0.33115175
2024-04-29 09:45:35.226104,Autoformer,custom,96,2351080987,0.27104554,0.33833188
2024-04-29 09:52:10.922713,Autoformer,custom,96,2940668278,0.25240007,0.3198068
2024-04-29 09:57:27.105884,Autoformer,custom,96,1629467658,0.28835756,0.3486604
2024-04-29 10:05:05.879027,Autoformer,custom,96,1374552628,0.30032778,0.35692003
2024-04-29 10:13:55.768030,Autoformer,custom,96,2989496591,0.29781103,0.3609488
2024-04-29 10:20:15.598992,Autoformer,custom,96,1304254337,0.2439754,0.3197048
2024-04-29 10:27:51.580018,Autoformer,custom,96,1160869783,0.24169044,0.3201134
2024-04-29 10:35:30.993739,Autoformer,custom,96,1031290362,0.24460255,0.3219694
2024-04-29 10:41:56.096208,Autoformer,custom,96,2016501090,0.24349385,0.31790248
2024-04-29 10:50:48.897276,Autoformer,custom,96,1419135793,0.253911,0.3285783
2024-04-29 11:02:07.365294,Autoformer,custom,96,328135459,0.27322084,0.345851
2024-04-29 11:13:25.975181,Autoformer,custom,96,725062165,0.27756917,0.34739095
2024-04-29 11:21:07.767781,Autoformer,custom,96,698501779,0.2444674,0.31982294
2024-04-29 11:28:51.442603,Autoformer,custom,96,2916655170,0.25874946,0.3305362
2024-04-29 11:37:42.494440,Autoformer,custom,96,3309567839,0.2852762,0.35314143
2024-04-29 11:48:00.264089,Autoformer,custom,96,4282113189,0.27782455,0.35122514
2024-04-29 11:54:33.401854,Autoformer,custom,96,293153299,0.25122502,0.32337958
2024-04-29 12:01:05.325742,Autoformer,custom,96,2583227991,0.24558537,0.31965113
2024-04-29 12:07:32.812240,Autoformer,custom,96,2066139778,0.25834605,0.33298245
2024-04-29 12:14:00.285343,Autoformer,custom,96,3453933603,0.32147765,0.37431657
2024-04-29 12:22:54.261796,Autoformer,custom,96,3404249524,0.2811052,0.355117
2024-04-29 12:30:44.285043,Autoformer,custom,96,3687309285,0.26480013,0.34199005
2024-04-29 12:37:12.787264,Autoformer,custom,96,713197558,0.24365969,0.31577304
2024-04-29 12:43:40.663095,Autoformer,custom,96,2549351489,0.30703923,0.36654493
2024-04-29 12:50:06.626164,Autoformer,custom,96,2409554458,0.2953314,0.3533867
2024-04-29 12:57:46.545751,Autoformer,custom,96,1459005201,0.25638372,0.32700154
2024-04-29 13:02:58.983527,Autoformer,custom,96,1051226056,0.23754306,0.30990285
2024-04-29 13:10:41.515801,Autoformer,custom,96,4119878508,0.27950433,0.35190022
2024-04-29 13:17:16.246727,Autoformer,custom,96,4291492387,0.28696185,0.34902743
2024-04-29 13:23:41.103736,Autoformer,custom,96,3140594418,0.31058007,0.37297615
2024-04-29 13:33:44.508941,Autoformer,custom,96,777109714,0.30860016,0.36585325
2024-04-29 13:41:27.182910,Autoformer,custom,96,1589216892,0.23116843,0.3058025
2024-04-29 13:46:39.907663,Autoformer,custom,96,296922354,0.27432364,0.3394671
2024-04-29 13:53:05.482676,Autoformer,custom,96,1127772217,0.31137714,0.3659655
2024-04-29 13:58:12.450218,Autoformer,custom,96,2586440573,0.2734122,0.34027702
2024-04-29 14:03:20.117446,Autoformer,custom,96,2372266162,0.2798529,0.34427577
2024-04-29 14:09:38.790806,Autoformer,custom,96,200427186,0.2632242,0.33397555
2024-04-29 14:15:53.420344,Autoformer,custom,96,3665818909,0.2684918,0.3356665
2024-04-29 14:23:24.184222,Autoformer,custom,96,1051311406,0.2393489,0.3208511
2024-04-29 14:29:39.803068,Autoformer,custom,96,4194161626,0.2789977,0.3453756
2024-04-29 14:35:58.788446,Autoformer,custom,96,2901435033,0.24851337,0.32415086
2024-04-29 14:43:30.747771,Autoformer,custom,96,1027683409,0.26293162,0.33591744
2024-04-29 14:51:02.436820,Autoformer,custom,96,2592753973,0.24979188,0.32560313
2024-04-29 14:56:10.167732,Autoformer,custom,96,294477085,0.23338044,0.310817
2024-04-29 15:03:41.817584,Autoformer,custom,96,55673650,0.2989525,0.35758197
2024-04-29 15:10:00.535104,Autoformer,custom,96,3226759639,0.24474533,0.31908894
2024-04-29 15:17:30.632658,Autoformer,custom,96,3130688870,0.23075718,0.30612803
2024-04-29 15:23:47.491402,Autoformer,custom,96,3126186108,0.27664372,0.34131265
2024-04-29 15:30:06.551205,Autoformer,custom,96,3598909707,0.27812415,0.3410477
2024-04-29 15:36:25.350405,Autoformer,custom,96,425796106,0.25813308,0.33083048
2024-04-29 15:41:33.274862,Autoformer,custom,96,3442116543,0.24820518,0.3205503
2024-04-29 15:46:39.370379,Autoformer,custom,96,2375403279,0.28049442,0.33982384
2024-04-29 15:55:23.541460,Autoformer,custom,96,2324886708,0.24758263,0.32747218
2024-04-29 16:05:16.326440,Autoformer,custom,96,3564953262,0.25294474,0.3256133
2024-04-29 16:13:56.689970,Autoformer,custom,96,1214632149,0.23732561,0.3143086
2024-04-29 16:22:36.564860,Autoformer,custom,96,162323494,0.28555372,0.3520498
2024-04-29 16:28:57.610584,Autoformer,custom,96,1422274897,0.24843477,0.32585165
2024-04-29 16:36:27.261723,Autoformer,custom,96,4214847305,0.25310215,0.33243415
2024-04-29 16:43:59.479814,Autoformer,custom,96,4289667837,0.23271598,0.30887875
2024-04-29 16:49:06.318083,Autoformer,custom,96,3877990105,0.2564993,0.3210967
